ORI,year,department_name,total_pop,violent_crime,homs_sum,rape_sum,rob_sum,agg_ass_sum,months_reported,violent_per_100k,homs_per_100k,rape_per_100k,rob_per_100k,agg_ass_per_100k,source,url
CA00109,2006,"Oakland, Calif.",398834,7599,145,306,3534,3614,12,1905.303961,36.35597767,76.72364944,886.0829317,906.1414022,NA,NA
CA00109,2007,"Oakland, Calif.",396541,7605,120,299,3470,3716,12,1917.834474,30.26168795,75.40203913,875.0671431,937.1036034,NA,NA
CA00109,2008,"Oakland, Calif.",401587,7905,115,338,3323,4129,12,1968.440213,28.63638514,84.16607111,827.4670246,1028.170733,NA,NA
CA00109,2009,"Oakland, Calif.",404553,6793,104,326,2898,3465,12,1679.137221,25.70738568,80.58276666,716.3461895,856.5008787,NA,NA
CA00109,2010,"Oakland, Calif.",390724,6267,90,318,2917,2942,12,1603.945496,23.03416222,81.38737318,746.5627911,752.9611695,NA,NA
CA00109,2011,"Oakland, Calif.",395317,6652,104,202,3365,2981,12,1682.700213,26.30800092,51.09823256,851.2156067,754.0783725,NA,NA
CA00109,2012,"Oakland, Calif.",399487,7963,127,271,4338,3227,12,1993.306415,31.79077166,67.83700095,1085.892657,807.7859855,NA,NA
CA00109,2013,"Oakland, Calif.",403887,7984,90,180,4922,2792,12,1976.790538,22.28346047,44.56692095,1218.657694,691.2824627,NA,NA
CA00109,2014,"Oakland, Calif.",409994,6910,80,209,3481,3140,12,1685.390518,19.51248067,50.97635575,849.0368152,765.8648663,NA,NA
CA00109,2015,"Oakland, Calif.",419481,6051,85,285,3290,2391,NA,1442.4968,20.26313468,67.94109864,784.3025071,569.9900591,Crime in the U.S. 2015,https://ucr.fbi.gov/crime-in-the-u.s/2015/crime-in-the-u.s.-2015/tables/table-8/table_8_offenses_known_to_law_enforcement_by_state_by_city_2015.xls
CA01005,1975,"Fresno, Calif.",176500,1141,25,84,567,465,12,646.4589235,14.16430595,47.59206799,321.2464589,263.4560907,NA,NA
CA01005,1976,"Fresno, Calif.",177900,1267,28,55,723,461,12,712.197864,15.73917931,30.91624508,406.4080944,259.1343451,NA,NA
CA01005,1977,"Fresno, Calif.",182629,1673,52,71,958,592,12,916.064809,28.47302455,38.87662967,524.5607215,324.1544333,NA,NA
CA01005,1978,"Fresno, Calif.",194774,1997,42,114,1102,739,12,1025.29085,21.56345303,58.5293725,565.7839342,379.4140902,NA,NA
CA01005,1979,"Fresno, Calif.",194849,1976,43,148,1009,776,12,1014.118625,22.06837089,75.9562533,517.8368891,398.2571119,NA,NA
CA01005,1980,"Fresno, Calif.",215396,2369,49,193,1232,895,12,1099.834723,22.74879756,89.60240673,571.9697673,415.5137514,NA,NA
CA01005,1981,"Fresno, Calif.",221129,2158,33,155,1102,868,12,975.9009447,14.92341574,70.09483152,498.3516409,392.5310565,NA,NA
CA01005,1982,"Fresno, Calif.",226300,2182,33,155,1212,782,12,964.2068051,14.58241273,68.49315068,535.5722492,345.5589925,NA,NA
CA01005,1983,"Fresno, Calif.",230418,1913,32,172,984,725,12,830.2302771,13.8878039,74.64694599,427.0499701,314.6455572,NA,NA
CA01005,1984,"Fresno, Calif.",254649,1994,34,134,1066,760,12,783.0386139,13.35171157,52.62145149,418.6154275,298.4500234,NA,NA
CA01005,1985,"Fresno, Calif.",275125,2311,46,178,1233,854,12,839.9818264,16.71967288,64.69786461,448.1599273,310.4043617,NA,NA
CA01005,1986,"Fresno, Calif.",281554,3426,53,241,1316,1816,12,1216.818088,18.82409769,85.59636873,467.4058973,644.9917245,NA,NA
CA01005,1987,"Fresno, Calif.",291855,3373,33,196,1096,2048,12,1155.710884,11.30698463,67.156636,375.5289442,701.718319,NA,NA
CA01005,1988,"Fresno, Calif.",294695,3997,39,231,1393,2334,12,1356.317549,13.23402162,78.38612803,472.6921054,792.0052936,NA,NA
CA01005,1989,"Fresno, Calif.",315218,4289,42,234,1525,2488,12,1360.645648,13.3241122,74.23433941,483.7921692,789.2950276,NA,NA
CA01005,1990,"Fresno, Calif.",354202,4399,66,258,1592,2483,12,1241.946686,18.63343516,72.83979198,449.461042,701.0124166,NA,NA
CA01005,1991,"Fresno, Calif.",361580,4608,52,282,2182,2092,12,1274.40677,14.3813264,77.99103933,603.4625809,578.5718237,NA,NA
CA01005,1992,"Fresno, Calif.",367376,5363,81,203,3094,1985,12,1459.81229,22.04825574,55.25673969,842.1889291,540.3183659,NA,NA
CA01005,1993,"Fresno, Calif.",379977,5511,87,216,2879,2329,12,1450.350942,22.89612266,56.84554591,757.6774384,612.9318353,NA,NA
CA01005,1994,"Fresno, Calif.",382655,6199,84,192,2810,3113,12,1619.997125,21.95188878,50.17574578,734.342946,813.5265448,NA,NA
CA01005,1995,"Fresno, Calif.",388495,5659,71,212,2166,3210,12,1456.646804,18.27565348,54.56955688,557.536133,826.2654603,NA,NA
CA01005,1996,"Fresno, Calif.",392049,5461,69,216,2087,3089,12,1392.938128,17.59984084,55.09515392,532.3314178,787.9117151,NA,NA
CA01005,1997,"Fresno, Calif.",396843,4782,60,192,1794,2736,12,1205.010546,15.11932931,48.38185378,452.0679463,689.4414164,NA,NA
CA01005,1998,"Fresno, Calif.",404297,4254,36,175,1394,2649,12,1052.196776,8.904345073,43.28501077,344.7960287,655.2113916,NA,NA
CA01005,1999,"Fresno, Calif.",403966,4008,26,160,1268,2554,12,992.1627068,6.436185224,39.60729368,313.8878024,632.2314254,NA,NA
CA01005,2000,"Fresno, Calif.",427652,3843,24,161,1304,2354,12,898.6278563,5.612039696,37.64743296,304.9208235,550.4475602,NA,NA
CA01005,2001,"Fresno, Calif.",435600,4096,40,202,1362,2492,12,940.312213,9.182736455,46.3728191,312.6721763,572.0844812,NA,NA
CA01005,2002,"Fresno, Calif.",443363,3780,42,158,1479,2101,12,852.574527,9.4730503,35.63671303,333.5866998,473.8780638,NA,NA
CA01005,2003,"Fresno, Calif.",449898,3505,37,164,1215,2089,12,779.0654771,8.224086348,36.45270706,270.0612139,464.3274698,NA,NA
CA01005,2004,"Fresno, Calif.",456663,3496,53,181,1232,2030,12,765.553592,11.6059326,39.63535474,269.783188,444.5291167,NA,NA
CA01005,2005,"Fresno, Calif.",460758,3897,49,149,1275,2424,12,845.7802143,10.63464986,32.33801692,276.71793,526.0896175,NA,NA
CA01005,2006,"Fresno, Calif.",465269,3524,52,133,1282,2057,12,757.411304,11.17633025,28.58561391,275.5395266,442.1098332,NA,NA
CA01005,2007,"Fresno, Calif.",472170,3043,52,99,1104,1788,12,644.4712709,11.01298261,20.96702459,233.8140924,378.6771714,NA,NA
CA01005,2008,"Fresno, Calif.",475723,2782,40,80,984,1678,12,584.7940924,8.408254383,16.81650877,206.8430578,352.7262714,NA,NA
CA01005,2009,"Fresno, Calif.",481370,2933,42,86,1085,1720,12,609.3026155,8.725097119,17.86567505,225.3983422,357.313501,NA,NA
CA01005,2010,"Fresno, Calif.",494665,3034,45,70,1021,1898,12,613.3443846,9.097065691,14.15099107,206.4023127,383.6940151,NA,NA
CA01005,2011,"Fresno, Calif.",500480,2915,35,51,1020,1809,12,582.4408568,6.993286445,10.19021739,203.8043478,361.4530051,NA,NA
CA01005,2012,"Fresno, Calif.",506011,2748,51,54,1015,1628,12,543.0711981,10.07883228,10.67170477,200.5885248,321.7321363,NA,NA
CA01005,2013,"Fresno, Calif.",508876,2552,40,53,903,1556,12,501.4974178,7.860461095,10.41511095,177.4499092,305.7719366,NA,NA
CA01005,2014,"Fresno, Calif.",513187,2382,47,53,781,1501,12,464.1582893,9.15845491,10.32761937,152.1862401,292.4859749,NA,NA
CA01005,2015,"Fresno, Calif.",520837,2871,39,167,1012,1653,NA,551.2281194,7.487947285,32.06377427,194.3026321,317.3737657,Crime in the U.S. 2015,https://ucr.fbi.gov/crime-in-the-u.s/2015/crime-in-the-u.s.-2015/tables/table-8/table_8_offenses_known_to_law_enforcement_by_state_by_city_2015.xls
CA01941,1975,"Long Beach, Calif.",340758,3189,54,169,1959,1007,12,935.8547708,15.8470234,49.59531398,574.8947934,295.5176401,NA,NA
CA01941,1976,"Long Beach, Calif.",340900,2950,69,200,1703,978,12,865.3564095,20.24053975,58.66823115,499.5599883,286.8876503,NA,NA
CA01941,1977,"Long Beach, Calif.",346662,3391,75,226,1996,1094,12,978.1862448,21.63490662,65.19318529,575.7769816,315.5811713,NA,NA
CA01941,1978,"Long Beach, Calif.",344154,3688,68,246,2130,1244,12,1071.613289,19.75859644,71.47962831,618.9089768,361.4660879,NA,NA
CA01941,1979,"Long Beach, Calif.",349158,3990,61,278,2278,1373,12,1142.749128,17.4706007,79.62011468,652.4266951,393.2317174,NA,NA
CA01941,1980,"Long Beach, Calif.",356906,4634,82,288,2781,1483,12,1298.381086,22.97523718,80.69351594,779.1967633,415.5155699,NA,NA
CA01941,1981,"Long Beach, Calif.",366405,4579,74,307,2928,1270,12,1249.71002,20.19623095,83.78706622,799.1157326,346.6109906,NA,NA
CA01941,1982,"Long Beach, Calif.",374974,4498,68,277,2878,1275,12,1199.549835,18.13459066,73.87178844,767.5198814,340.023575,NA,NA
CA01941,1983,"Long Beach, Calif.",381798,4679,60,246,3101,1272,12,1225.517158,15.71511637,64.43197712,812.2095977,333.1604671,NA,NA
CA01941,1984,"Long Beach, Calif.",386421,4243,41,242,2591,1369,12,1098.025211,10.6101894,62.625996,670.5122134,354.2768121,NA,NA
CA01941,1985,"Long Beach, Calif.",389728,4134,63,235,2405,1431,12,1060.739798,16.16512029,60.29846457,617.0970523,367.1791609,NA,NA
CA01941,1986,"Long Beach, Calif.",398983,4839,62,220,2774,1783,12,1212.83363,15.5395092,55.14019394,695.2677182,446.8862082,NA,NA
CA01941,1987,"Long Beach, Calif.",406297,4660,62,221,2467,1910,12,1146.94423,15.25977302,54.39370707,607.1912911,470.0994593,NA,NA
CA01941,1988,"Long Beach, Calif.",413667,5153,58,218,2646,2231,12,1245.687957,14.02093955,52.69939347,639.6449318,539.3226919,NA,NA
CA01941,1989,"Long Beach, Calif.",426025,7169,85,247,3763,3074,12,1682.765096,19.95188076,57.9778182,883.2814976,721.5538994,NA,NA
CA01941,1990,"Long Beach, Calif.",429433,8403,106,298,4193,3806,12,1956.766248,24.68371085,69.39382861,976.4037696,886.2849385,NA,NA
CA01941,1991,"Long Beach, Calif.",438378,9209,94,284,4071,4760,12,2100.698484,21.44268189,64.78427293,928.6506166,1085.820913,NA,NA
CA01941,1992,"Long Beach, Calif.",445405,6925,104,218,3583,3020,12,1554.764765,23.34953582,48.94421931,804.4364118,678.0345977,NA,NA
CA01941,1993,"Long Beach, Calif.",443259,7116,126,200,3717,3073,12,1605.381955,28.42581877,45.12034725,838.5616536,693.2741354,NA,NA
CA01941,1994,"Long Beach, Calif.",446383,6324,80,167,3425,2652,12,1416.720619,17.92182946,37.411819,767.2783238,594.1086466,NA,NA
CA01941,1995,"Long Beach, Calif.",436034,5649,80,171,2774,2624,12,1295.541173,18.34719311,39.21712527,636.188921,601.787934,NA,NA
CA01941,1996,"Long Beach, Calif.",440023,5069,95,158,2431,2385,12,1151.985237,21.58978053,35.90721394,552.4711208,542.0171218,NA,NA
CA01941,1997,"Long Beach, Calif.",445404,4207,56,125,1849,2177,12,944.5357473,12.57285521,28.06440894,415.1287371,488.7697461,NA,NA
CA01941,1998,"Long Beach, Calif.",430018,3697,38,111,1765,1783,12,859.7314531,8.836839388,25.81287295,410.4479347,414.633806,NA,NA
CA01941,1999,"Long Beach, Calif.",437218,3257,46,119,1566,1526,12,744.9373082,10.52106729,27.21754365,358.1737257,349.0249715,NA,NA
CA01941,2000,"Long Beach, Calif.",461522,3216,49,114,1519,1534,12,696.8248534,10.61704534,24.700881,329.1284056,332.3785215,NA,NA
CA01941,2001,"Long Beach, Calif.",470099,3413,49,125,1417,1822,12,726.0172857,10.42333636,26.59014378,301.4258699,387.5779357,NA,NA
CA01941,2002,"Long Beach, Calif.",478478,3626,67,144,1505,1910,12,757.8195863,14.00273367,30.09542758,314.5390175,399.1824076,NA,NA
CA01941,2003,"Long Beach, Calif.",477368,3579,49,136,1411,1983,12,749.7360527,10.26461765,28.48955104,295.579092,415.402792,NA,NA
CA01941,2004,"Long Beach, Calif.",480945,3755,48,137,1533,2037,12,780.7545561,9.980351184,28.48558567,318.7474659,423.5411534,NA,NA
CA01941,2005,"Long Beach, Calif.",479729,3399,42,104,1403,1850,12,708.5250214,8.754942895,21.67890622,292.4567829,385.6343894,NA,NA
CA01941,2006,"Long Beach, Calif.",478283,3420,41,134,1440,1805,12,715.0578214,8.572330608,28.0168854,301.0769774,377.391628,NA,NA
CA01941,2007,"Long Beach, Calif.",473959,3426,42,138,1506,1740,12,722.8473349,8.861525997,29.11644256,317.7490036,367.1203627,NA,NA
CA01941,2008,"Long Beach, Calif.",467055,3158,40,120,1487,1511,12,676.151631,8.564301849,25.69290555,318.3779212,323.5165023,NA,NA
CA01941,2009,"Long Beach, Calif.",463969,3161,40,131,1381,1609,12,681.2955176,8.621265645,28.23464499,297.6491964,346.7904106,NA,NA
CA01941,2010,"Long Beach, Calif.",462257,2720,32,134,1202,1352,12,588.4172657,6.922556067,28.98820353,260.0285123,292.4779938,NA,NA
CA01941,2011,"Long Beach, Calif.",467691,2857,25,112,1320,1400,12,610.8734186,5.345409683,23.94743538,282.2376313,299.3429422,NA,NA
CA01941,2012,"Long Beach, Calif.",469893,2705,32,115,1239,1319,12,575.6629701,6.810061014,24.47365677,263.6770499,280.7022024,NA,NA
CA01941,2013,"Long Beach, Calif.",469665,2346,34,103,1118,1091,12,499.5049663,7.23920241,21.93052495,238.0420087,232.2932303,NA,NA
CA01941,2014,"Long Beach, Calif.",471123,2304,23,110,889,1282,12,489.0442623,4.881952271,23.34846739,188.6980682,272.1157744,NA,NA
CA01941,2015,"Long Beach, Calif.",476318,2766,36,177,1054,1499,NA,580.7044873,7.557975974,37.16004854,221.280741,314.7057218,Crime in the U.S. 2015,https://ucr.fbi.gov/crime-in-the-u.s/2015/crime-in-the-u.s.-2015/tables/table-8/table_8_offenses_known_to_law_enforcement_by_state_by_city_2015.xls
CA01942,1975,Los Angeles,2729878,30405,554,1768,14590,13493,12,1113.786037,20.2939472,64.76479901,534.4561186,494.2711726,NA,NA
CA01942,1976,Los Angeles,2739100,31960,501,2047,14225,15187,12,1166.806615,18.29067942,74.73257639,519.3311672,554.4521923,NA,NA
CA01942,1977,Los Angeles,2785393,33676,576,2339,15246,15515,12,1209.021492,20.67930809,83.97378754,547.355436,557.0129601,NA,NA
CA01942,1978,Los Angeles,2787525,36797,651,2467,17105,16574,12,1320.05991,23.35405064,88.50144842,613.6267836,594.5776271,NA,NA
CA01942,1979,Los Angeles,2863412,43372,786,2508,20454,19624,12,1514.696453,27.44976972,87.58781482,714.3226333,685.3362352,NA,NA
CA01942,1980,Los Angeles,2952511,51447,1010,2813,25637,21987,12,1742.482924,34.2081706,95.27483556,868.3117523,744.6881654,NA,NA
CA01942,1981,Los Angeles,3031090,52818,879,2666,28152,21121,12,1742.541462,28.99946884,87.95515805,928.7747972,696.8120379,NA,NA
CA01942,1982,Los Angeles,3101979,53957,849,2706,30029,20373,12,1739.437952,27.36962436,87.23463312,968.0594227,656.7742722,NA,NA
CA01942,1983,Los Angeles,3158688,53435,820,2494,29243,20878,12,1691.683382,25.96014548,78.95683271,925.7957734,660.9706308,NA,NA
CA01942,1984,Los Angeles,3144256,51442,759,2347,27323,21013,12,1636.062712,24.13925584,74.64404934,868.9814061,668.2980012,NA,NA
CA01942,1985,Los Angeles,3186459,52832,777,2318,27938,21799,12,1658.015998,24.38443426,72.7453264,876.7726181,684.1136195,NA,NA
CA01942,1986,Los Angeles,3260856,66378,834,2330,29930,33284,12,2035.600468,25.5761064,71.45363058,917.8571516,1020.71358,NA,NA
CA01942,1987,Los Angeles,3341726,63833,811,2169,26192,34661,12,1910.180547,24.26889577,64.90657822,783.7865821,1037.218491,NA,NA
CA01942,1988,Los Angeles,3402342,66736,736,2006,26182,37812,12,1961.472421,21.63215808,58.95938739,769.528754,1111.352122,NA,NA
CA01942,1989,Los Angeles,3441449,77297,877,1996,31063,43361,12,2246.059727,25.48345188,57.99882549,902.6139861,1259.963463,NA,NA
CA01942,1990,Los Angeles,3485398,83809,983,2014,36098,44714,12,2404.574743,28.20337878,57.78393171,1035.692337,1282.895095,NA,NA
CA01942,1991,Los Angeles,3558316,89875,1027,1966,39778,47104,12,2525.773428,28.86196729,55.25085462,1117.888349,1323.772256,NA,NA
CA01942,1992,Los Angeles,3615355,88919,1094,1872,39508,46445,12,2459.481849,30.25982234,51.77914755,1092.78342,1284.659459,NA,NA
CA01942,1993,Los Angeles,3525317,83701,1076,1773,38415,42437,12,2374.282937,30.52207787,50.29334951,1089.689239,1203.77827,NA,NA
CA01942,1994,Los Angeles,3550381,73102,845,1554,30817,39886,12,2058.990289,23.80026256,43.76995032,867.9913508,1123.428725,NA,NA
CA01942,1995,Los Angeles,3466211,70518,849,1590,29134,38945,12,2034.440488,24.49360411,45.87141406,840.5143253,1123.561145,NA,NA
CA01942,1996,Los Angeles,3498139,62840,711,1463,25189,35477,12,1796.383734,20.32509286,41.82223748,720.068585,1014.167819,NA,NA
CA01942,1997,Los Angeles,3541309,56538,576,1413,20506,34043,12,1596.528289,16.265172,39.90050007,579.0514186,961.3111988,NA,NA
CA01942,1998,Los Angeles,3621680,49201,426,1395,15835,31545,12,1358.513176,11.76249696,38.51803583,437.2280268,871.0046166,NA,NA
CA01942,1999,Los Angeles,3650138,46840,425,1288,14411,30716,12,1283.239154,11.6433954,35.28633712,394.8069909,841.5024309,NA,NA
CA01942,2000,Los Angeles,3694820,50241,550,1459,15527,32705,12,1359.768541,14.88570485,39.48771523,420.2369804,885.1581403,NA,NA
CA01942,2001,Los Angeles,3763486,52243,588,1409,17166,33080,12,1388.154493,15.6238126,37.43869381,456.119672,878.9723145,NA,NA
CA01942,2002,Los Angeles,3830561,51695,654,1415,17197,32429,12,1349.541229,17.07321721,36.93975895,448.942074,846.5861789,NA,NA
CA01942,2003,Los Angeles,3838838,48824,515,1226,16577,30506,12,1271.843198,13.41551792,31.93674753,431.8233799,794.667553,NA,NA
CA01942,2004,Los Angeles,3864018,42786,518,1131,14181,26956,12,1107.292978,13.40573465,29.27004998,367.001396,697.6157979,NA,NA
CA01942,2005,Los Angeles,3871077,31767,489,1105,13797,16376,12,820.6243379,12.63214346,28.54502765,356.4124403,423.0347265,NA,NA
CA01942,2006,Los Angeles,3879455,30526,480,1059,14353,14634,12,786.8631032,12.37287196,27.29764877,369.9746485,377.217934,NA,NA
CA01942,2007,Los Angeles,3870487,27806,395,1004,13481,12926,12,718.4108873,10.2054341,25.93988818,348.3024229,333.9631421,NA,NA
CA01942,2008,Los Angeles,3850920,26553,384,949,13422,11798,12,689.5235424,9.97164314,24.64346182,348.5400891,306.3683483,NA,NA
CA01942,2009,Los Angeles,3848776,24070,312,903,12217,10638,12,625.3936316,8.106473331,23.46200454,317.4255919,276.3995618,NA,NA
CA01942,2010,Los Angeles,3792621,21484,293,923,10924,9344,12,566.4684133,7.725528071,24.33673177,288.0329988,246.3731546,NA,NA
CA01942,2011,Los Angeles,3837207,20045,297,828,10077,8843,12,522.3851619,7.740004644,21.57819477,262.6128848,230.4540777,NA,NA
CA01942,2012,Los Angeles,3855122,18547,299,936,8983,8329,12,481.100209,7.755915377,24.27938727,233.014675,216.0502314,NA,NA
CA01942,2013,Los Angeles,3878725,16524,251,764,7885,7624,12,426.0162811,6.471198654,19.69719431,203.2884517,196.5594364,NA,NA
CA01942,2014,Los Angeles,3906772,19171,260,1126,7949,9836,12,490.7120252,6.655110664,28.82174849,203.4672103,251.7679557,NA,NA
CA01942,2015,Los Angeles,3962726,25156,282,2209,8952,13713,NA,634.8155285,7.116313366,55.7444547,225.9050966,346.0496638,Crime in the U.S. 2015,https://ucr.fbi.gov/crime-in-the-u.s/2015/crime-in-the-u.s.-2015/tables/table-8/table_8_offenses_known_to_law_enforcement_by_state_by_city_2015.xls
CA03404,1975,"Sacramento, Calif.",262994,2412,42,155,1128,1087,12,917.1311893,15.96994608,58.93670578,428.9071234,413.3174141,NA,NA
CA03404,1976,"Sacramento, Calif.",260700,2799,52,192,1187,1368,12,1073.647871,19.94629843,73.64787112,455.3126199,524.7410817,NA,NA
CA03404,1977,"Sacramento, Calif.",265220,2915,41,205,1276,1393,12,1099.08755,15.45886434,77.2943217,481.1100219,525.2243421,NA,NA
CA03404,1978,"Sacramento, Calif.",261465,3198,61,218,1582,1337,12,1223.108255,23.33008242,83.37636012,605.0523015,511.3495114,NA,NA
CA03404,1979,"Sacramento, Calif.",274300,3212,44,219,1640,1309,12,1170.980678,16.04083121,79.83959169,597.8855268,477.2147284,NA,NA
CA03404,1980,"Sacramento, Calif.",274547,3221,45,217,1604,1355,12,1173.205316,16.39063621,79.03929018,584.2351219,493.5402682,NA,NA
CA03404,1981,"Sacramento, Calif.",281854,3535,53,228,1833,1421,12,1254.195435,18.80406168,80.89294457,650.3366991,504.1617291,NA,NA
CA03404,1982,"Sacramento, Calif.",288446,2988,43,191,1543,1211,12,1035.8958,14.90746968,66.21690022,534.9354819,419.8359485,NA,NA
CA03404,1983,"Sacramento, Calif.",293695,3080,52,217,1553,1258,12,1048.706992,17.70544272,73.88617443,528.7798567,428.3355181,NA,NA
CA03404,1984,"Sacramento, Calif.",300248,3252,45,248,1645,1314,12,1083.104634,14.98761024,82.59838533,547.8804189,437.6382191,NA,NA
CA03404,1985,"Sacramento, Calif.",312944,3681,39,209,2083,1350,12,1176.248786,12.46229357,66.78511171,665.6142952,431.3870852,NA,NA
CA03404,1986,"Sacramento, Calif.",320256,4238,70,258,2214,1696,12,1323.316347,21.85751399,80.56055156,691.3219424,529.5763389,NA,NA
CA03404,1987,"Sacramento, Calif.",331728,3836,78,241,1841,1676,12,1156.369073,23.51323976,72.64988183,554.9727488,505.2332031,NA,NA
CA03404,1988,"Sacramento, Calif.",340483,3582,68,188,1612,1714,12,1052.034903,19.97162854,55.2156789,473.4450766,503.4025194,NA,NA
CA03404,1989,"Sacramento, Calif.",347172,3658,44,187,1654,1773,12,1053.656401,12.67383314,53.86379086,476.4209095,510.6978673,NA,NA
CA03404,1990,"Sacramento, Calif.",369365,3978,43,211,1790,1934,12,1076.983472,11.64160113,57.12506599,484.6154887,523.6013158,NA,NA
CA03404,1991,"Sacramento, Calif.",377058,4896,66,221,2280,2329,12,1298.473975,17.50393839,58.61167247,604.6815079,617.6768561,NA,NA
CA03404,1992,"Sacramento, Calif.",383102,4674,45,237,2322,2070,12,1220.040616,11.74621902,61.86342019,606.1049016,540.326075,NA,NA
CA03404,1993,"Sacramento, Calif.",386732,4850,85,167,2310,2288,12,1254.098445,21.97904492,43.18235884,597.3128678,591.6241738,NA,NA
CA03404,1994,"Sacramento, Calif.",389458,4698,62,174,2292,2170,12,1206.291821,15.91956,44.67747485,588.510186,557.1846001,NA,NA
CA03404,1995,"Sacramento, Calif.",375845,4280,57,158,2129,1936,12,1138.767311,15.16582634,42.03860634,566.4569171,515.1059612,NA,NA
CA03404,1996,"Sacramento, Calif.",379283,3707,43,154,1874,1636,12,977.3704595,11.33718094,40.6029271,494.0901649,431.3401866,NA,NA
CA03404,1997,"Sacramento, Calif.",383921,3717,41,161,1851,1664,12,968.1679304,10.67928037,41.93571073,482.1304383,433.422501,NA,NA
CA03404,1998,"Sacramento, Calif.",384703,3376,31,141,1689,1515,12,877.5600918,8.05816435,36.65165075,439.0399867,393.81029,NA,NA
CA03404,1999,"Sacramento, Calif.",410089,3084,54,143,1450,1437,12,752.031876,13.16787332,34.87047933,353.5817835,350.4117399,NA,NA
CA03404,2000,"Sacramento, Calif.",407018,3117,39,147,1412,1519,12,765.8137969,9.581885813,36.11633884,346.9134043,373.202168,NA,NA
CA03404,2001,"Sacramento, Calif.",414582,3309,40,169,1440,1660,12,798.1533207,9.648272236,40.7639502,347.3378005,400.4032978,NA,NA
CA03404,2002,"Sacramento, Calif.",421971,3547,47,185,1734,1581,12,840.5790919,11.13820618,43.84187539,410.9287131,374.6702972,NA,NA
CA03404,2003,"Sacramento, Calif.",439811,3420,43,187,1630,1560,12,777.6067447,9.776926907,42.51826353,370.6137409,354.6978134,NA,NA
CA03404,2004,"Sacramento, Calif.",450472,4730,50,195,1914,2571,12,1050.009768,11.099469,43.28792911,424.8876734,570.7346961,NA,NA
CA03404,2005,"Sacramento, Calif.",457347,5265,52,170,2018,3025,12,1151.204665,11.36992262,37.17090087,441.2404586,661.4233831,NA,NA
CA03404,2006,"Sacramento, Calif.",460552,5556,57,196,2188,3115,12,1206.378433,12.3764526,42.5576265,475.0820754,676.3622783,NA,NA
CA03404,2007,"Sacramento, Calif.",460546,5128,44,194,2009,2881,12,1113.460979,9.553877354,42.12391379,436.2213547,625.5618331,NA,NA
CA03404,2008,"Sacramento, Calif.",467065,4660,49,168,1761,2682,12,997.7198035,10.49104514,35.96929764,377.0353163,574.2241444,NA,NA
CA03404,2009,"Sacramento, Calif.",470308,4165,30,179,1606,2350,12,885.5898688,6.378798575,38.06016483,341.4783504,499.672555,NA,NA
CA03404,2010,"Sacramento, Calif.",466488,4112,33,165,1491,2423,12,881.4803382,7.074136955,35.37068478,319.6223697,519.4131467,NA,NA
CA03404,2011,"Sacramento, Calif.",471972,3354,36,134,1162,2022,12,710.6353767,7.627571127,28.39151475,246.2010458,428.415245,NA,NA
CA03404,2012,"Sacramento, Calif.",476557,3520,34,125,1211,2150,12,738.6314754,7.134508569,26.22981091,254.1144081,451.1527477,NA,NA
CA03404,2013,"Sacramento, Calif.",478182,3137,34,95,1158,1850,12,656.0263665,7.110263456,19.8669126,242.1672083,386.8819822,NA,NA
CA03404,2014,"Sacramento, Calif.",482767,2968,28,78,1000,1862,12,614.789329,5.79989933,16.15686242,207.1392618,385.6933055,NA,NA
CA03404,2015,"Sacramento, Calif.",489717,3611,43,105,1174,2289,NA,737.3646412,8.780581438,21.44095467,239.7302932,467.4128119,Crime in the U.S. 2015,https://ucr.fbi.gov/crime-in-the-u.s/2015/crime-in-the-u.s.-2015/tables/table-8/table_8_offenses_known_to_law_enforcement_by_state_by_city_2015.xls
CA03711,1975,San Diego,768713,3859,64,229,2199,1367,12,502.0079015,8.325603964,29.79005168,286.0625487,177.8296972,NA,NA
CA03711,1976,San Diego,773400,4118,59,233,2271,1555,12,532.4540988,7.628652702,30.12671321,293.6384794,201.0602534,NA,NA
CA03711,1977,San Diego,788621,4414,50,298,2481,1585,12,559.7111921,6.340181152,37.78747966,314.5997887,200.9837425,NA,NA
CA03711,1978,San Diego,797293,4520,68,316,2530,1606,12,566.9183098,8.528859528,39.63411193,317.3237442,201.4315942,NA,NA
CA03711,1979,San Diego,829322,5436,96,331,2884,2125,12,655.4751954,11.57572089,39.91212099,347.7539484,256.2334051,NA,NA
CA03711,1980,San Diego,874826,6189,103,362,2986,2738,12,707.4549682,11.77376987,41.37965721,341.3250178,312.9765233,NA,NA
CA03711,1981,San Diego,898109,6594,94,559,3323,2618,12,734.209322,10.46643559,62.24188823,369.9996326,291.5013656,NA,NA
CA03711,1982,San Diego,919113,5835,72,428,3142,2193,12,634.8512098,7.833639607,46.56663544,341.8513284,238.5996064,NA,NA
CA03711,1983,San Diego,935840,5451,77,395,2550,2429,12,582.4713626,8.227902206,42.20806976,272.4824756,259.552915,NA,NA
CA03711,1984,San Diego,952933,5931,103,393,2616,2819,12,622.3942292,10.80873472,41.2410946,274.520874,295.8235259,NA,NA
CA03711,1985,San Diego,988284,6250,96,338,3062,2754,12,632.4093074,9.713806962,34.20069535,309.8299679,278.6648372,NA,NA
CA03711,1986,San Diego,1011376,8522,102,391,3985,4044,12,842.6144184,10.08526997,38.66020155,394.0176552,399.8512917,NA,NA
